0.045387	0.881293
0.043062	1.121802
0.048886	1.232198
0.042767	1.216121
0.041251	1.105261
0.048723	1.049920
0.041466	1.105183
0.049804	1.056420
0.046397	1.205741
0.047671	1.298600
0.040505	0.886578
0.043547	0.995641
0.044129	1.227148
0.039066	1.042062
0.037051	0.677672
0.039188	1.147032
0.047133	0.710259
0.039767	0.799171
0.038037	1.128527
0.034445	1.009969
0.025355	0.871664
0.020344	0.863790
0.027258	0.870718
0.021940	0.824473
0.023884	0.928124
0.025943	0.853711
0.043354	1.147111
0.034119	1.257260
0.037751	1.219970
0.036755	1.358470
0.040620	1.347084
0.043821	1.296769
0.055958	1.570193
0.041141	1.311540
0.046210	1.283191
0.041333	1.680602
0.050263	1.141502
0.055422	1.158467
0.040182	1.179678
0.041115	1.118990
0.042200	0.951006
0.039532	1.353995
0.046716	1.463150
0.050730	1.553877
0.046744	1.476963
0.041195	1.426721
0.057437	1.676542
0.041626	1.400617
0.042028	1.525402
0.050403	1.601916
0.061143	1.526465
0.078485	1.713708
0.096439	1.701553
0.085089	1.860817
0.075778	1.701628
0.061801	1.655115
0.052358	1.792527
0.055253	1.830943
0.042002	1.636975
0.056169	1.737373
0.047528	1.519980
0.049732	1.463168
0.045023	1.183441
0.060449	1.188260
0.049118	1.180681
0.061078	1.123881
0.042716	1.373447
0.044577	1.030158
0.035238	0.875422
0.052905	0.766068
0.048655	0.877704
0.044689	0.842123
0.048932	0.880946
0.047123	0.850321
0.050670	0.763804
0.047461	0.714652
0.054554	1.005915
0.057369	0.686174
0.052969	0.726947
0.041104	0.223186
0.043604	0.283154
0.042744	0.338742
0.040520	0.322750
0.038444	0.254503
0.046047	0.230452
0.045773	0.263189
0.048648	0.231119
0.058090	0.272318
0.051911	0.398681
0.068062	0.331290
0.060685	0.303030
0.067895	0.289120
0.062252	0.506868
0.050021	0.421225
0.043820	0.427856
0.041492	0.321679
0.051797	0.274129
0.043885	0.353360
0.044647	0.279353
0.038718	0.371793
0.037978	0.260141
0.044644	0.239343
0.042661	0.222599
0.045841	0.405606
0.042947	0.224408
0.037922	0.308300
0.031847	0.379000
0.039026	0.237848
0.047065	0.280999
0.037690	0.409545
0.040316	0.282277
0.041181	0.161965
0.029895	0.268115
0.052360	0.563794
0.040897	0.528119
0.061334	0.677071
0.044058	0.470869
0.050196	0.918995
0.047900	0.959706
0.018107	0.825591
0.030976	1.245815
0.039720	1.238470
0.055475	1.330525
0.043736	0.879318
0.035247	0.956091
0.025826	0.948792
0.044600	0.947686
0.034873	0.922616
0.043700	0.887863
0.034677	1.079307
0.028258	1.068601
0.030843	0.964241
0.039957	0.980977
0.056064	0.947722
0.050437	1.065987
0.051341	1.015044
0.050926	1.144694
0.057845	1.176844
0.071098	1.034950
0.064265	1.145343
0.057113	1.148311
0.068240	1.153801
0.063899	1.187112
0.060174	1.155613
0.055729	1.341062
0.043764	1.241522
0.040247	1.269475
0.049668	1.251575
0.043145	1.248474
0.055411	1.434950
0.041670	1.338296
0.053773	1.079151
0.050851	1.156365
0.069262	1.224100
0.059562	1.061400
0.062919	1.242593
0.065920	1.042900
0.073728	1.119496
0.075928	0.984939
0.077832	1.009238
0.080523	1.061170
0.103352	1.036460
0.076244	0.944630
0.078476	0.726318
0.061443	0.801894
0.074768	0.843039
0.078995	0.712671
0.086149	0.735879
0.095945	0.698775
0.098276	0.696507
0.086620	0.688580
0.093556	0.692578
0.065650	0.583749
0.095144	0.680415
0.072719	0.539276
0.075341	0.677307
0.075618	0.450224
0.048084	0.328100
0.043047	0.342267
0.050967	0.342079
0.049297	0.288024
0.053242	0.207706
0.078028	0.315581
0.059318	0.253450
0.070674	0.382528
0.054472	0.267479
0.058537	0.291707
0.078493	0.462031
0.039386	0.276923
0.071983	0.369673
0.075413	0.531820
0.098880	0.318850
0.062347	0.239022
0.039614	0.278719
0.039910	0.392519
0.036926	0.600845
0.093148	0.942635
0.072209	0.908187
0.103312	1.769824
0.080519	1.471191
0.092099	1.618361
